Id,SalePrice
1461,118501.266
1462,156096.55
1463,183318.73
1464,194792.97
1465,188233.08
1466,174171.56
1467,186916.95
1468,163941.58
1469,188074.73
1470,130860.75
1471,193235.14
1472,98897.47
1473,97302.39
1474,146399.3
1475,112574.125
1476,383031.28
1477,261349.06
1478,264311.56
1479,275483.25
1480,497056.6
1481,329975.72
1482,207847.53
1483,176846.44
1484,167408.25
1485,179651.53
1486,197267.47
1487,337455.88
1488,214367.53
1489,198037.31
1490,232761.02
1491,191511.56
1492,90096.12
1493,183572.45
1494,288173.22
1495,286822.0
1496,243584.0
1497,184791.1
1498,167303.06
1499,161049.45
1500,161241.44
1501,179664.22
1502,152894.69
1503,283304.8
1504,243256.53
1505,222121.1
1506,187646.42
1507,250383.75
1508,192741.14
1509,163873.44
1510,146490.69
1511,149117.14
1512,171954.17
1513,138918.98
1514,159691.39
1515,188964.5
1516,148282.11
1517,169658.36
1518,129045.51
1519,211983.64
1520,131577.83
1521,129596.18
1522,166942.34
1523,112587.79
1524,119860.82
1525,121284.18
1526,106371.47
1527,105442.13
1528,137014.36
1529,145068.6
1530,186315.36
1531,112345.164
1532,86140.75
1533,142696.6
1534,120926.04
1535,144216.12
1536,103906.414
1537,62610.63
1538,156917.62
1539,200624.48
1540,88735.734
1541,139487.48
1542,139098.81
1543,193889.5
1544,86940.37
1545,118178.22
1546,138702.47
1547,136494.73
1548,138236.92
1549,122898.984
1550,134221.62
1551,102878.35
1552,142224.31
1553,140785.16
1554,125658.9
1555,166744.14
1556,102684.266
1557,109127.45
1558,101771.625
1559,78378.83
1560,132250.22
1561,139066.05
1562,128256.11
1563,119241.38
1564,158850.7
1565,145143.8
1566,244050.88
1567,72079.03
1568,227748.6
1569,126469.125
1570,139430.72
1571,115112.055
1572,146152.12
1573,230344.1
1574,125693.68
1575,232697.42
1576,237709.44
1577,185728.88
1578,152759.72
1579,148311.2
1580,193788.52
1581,156798.61
1582,129596.65
1583,290951.97
1584,225159.83
1585,145271.83
1586,71018.914
1587,103814.72
1588,148429.48
1589,103800.8
1590,137402.81
1591,88673.375
1592,109462.06
1593,119636.47
1594,142891.02
1595,104423.766
1596,214604.4
1597,186959.19
1598,198807.9
1599,185002.48
1600,170247.08
1601,73287.56
1602,110302.59
1603,80172.11
1604,288339.44
1605,233342.28
1606,173077.48
1607,169870.1
1608,214471.6
1609,183071.25
1610,154528.95
1611,140717.72
1612,172217.8
1613,159597.33
1614,121667.73
1615,96890.85
1616,80869.664
1617,94435.44
1618,125066.16
1619,145680.75
1620,170091.83
1621,140895.64
1622,140858.95
1623,259709.5
1624,218479.1
1625,116283.04
1626,162209.33
1627,187577.92
1628,273473.75
1629,177314.2
1630,374161.84
1631,213165.73
1632,233570.06
1633,167207.97
1634,186522.19
1635,178570.48
1636,159284.08
1637,206269.55
1638,196741.4
1639,182122.6
1640,251364.89
1641,182257.66
1642,244380.97
1643,232998.9
1644,228581.3
1645,208910.73
1646,159787.72
1647,157998.73
1648,132192.05
1649,141000.75
1650,118276.7
1651,124884.31
1652,101889.18
1653,103751.52
1654,142578.6
1655,136775.38
1656,137291.52
1657,143736.73
1658,143967.62
1659,121243.83
1660,156179.86
1661,433418.12
1662,406201.9
1663,376618.88
1664,552122.7
1665,287544.25
1666,332964.9
1667,378911.62
1668,337482.78
1669,302501.47
1670,324729.12
1671,264642.16
1672,428201.9
1673,302915.0
1674,243576.27
1675,200224.52
1676,200242.33
1677,212363.2
1678,523648.7
1679,385404.2
1680,348403.53
1681,229916.55
1682,302754.1
1683,189004.42
1684,176068.53
1685,175799.92
1686,175185.06
1687,168343.94
1688,191532.39
1689,195126.5
1690,192336.19
1691,181227.03
1692,245232.95
1693,170493.08
1694,180911.02
1695,161371.08
1696,259082.56
1697,166565.83
1698,360604.6
1699,307050.6
1700,255102.78
1701,271822.7
1702,247530.6
1703,229225.56
1704,285785.28
1705,235821.5
1706,451934.38
1707,218236.25
1708,204394.5
1709,269107.28
1710,220413.44
1711,263524.06
1712,266673.97
1713,265790.22
1714,226826.52
1715,212713.69
1716,174273.5
1717,169007.48
1718,130493.164
1719,206364.33
1720,233854.89
1721,156911.52
1722,121509.57
1723,156604.98
1724,198796.6
1725,227813.92
1726,188456.77
1727,155698.53
1728,170948.48
1729,160957.69
1730,155971.0
1731,120855.34
1732,128245.445
1733,113089.14
1734,117874.44
1735,130744.68
1736,114828.125
1737,346830.7
1738,245935.19
1739,284582.97
1740,233048.1
1741,195030.62
1742,179052.02
1743,182491.27
1744,324108.97
1745,205477.12
1746,204335.02
1747,216552.28
1748,240092.25
1749,153213.38
1750,133682.06
1751,244041.83
1752,123946.96
1753,147478.7
1754,193414.94
1755,165359.19
1756,133552.44
1757,118975.92
1758,147100.14
1759,154765.66
1760,166200.55
1761,144092.0
1762,182234.62
1763,172266.45
1764,120311.57
1765,165886.61
1766,182105.06
1767,219399.8
1768,141905.28
1769,168140.14
1770,153498.34
1771,119530.3
1772,133221.77
1773,125171.53
1774,134442.0
1775,140429.0
1776,122520.39
1777,107908.99
1778,143647.89
1779,112859.1
1780,176046.42
1781,129517.336
1782,93976.27
1783,146717.36
1784,101682.22
1785,111083.49
1786,131363.9
1787,168660.02
1788,59974.78
1789,93838.02
1790,74927.414
1791,175248.3
1792,153474.58
1793,135335.19
1794,157123.61
1795,133037.7
1796,127757.664
1797,112536.26
1798,121708.9
1799,115795.25
1800,128471.266
1801,129149.84
1802,125020.664
1803,149135.2
1804,140221.17
1805,139123.92
1806,131068.3
1807,126295.766
1808,122542.7
1809,115400.12
1810,137676.08
1811,87234.98
1812,95284.72
1813,125991.125
1814,90806.65
1815,51443.8
1816,98927.016
1817,107550.24
1818,141095.25
1819,130900.28
1820,62368.69
1821,105608.03
1822,149079.3
1823,42013.992
1824,128672.6
1825,145621.6
1826,106595.42
1827,99556.01
1828,136584.4
1829,128699.25
1830,137682.94
1831,142530.86
1832,66217.73
1833,134624.44
1834,127746.94
1835,132371.39
1836,123666.11
1837,89616.945
1838,114739.2
1839,105009.19
1840,153550.34
1841,144098.95
1842,96903.875
1843,129319.95
1844,134399.27
1845,138951.52
1846,146708.3
1847,164123.5
1848,49224.477
1849,106905.16
1850,120344.914
1851,159778.72
1852,124273.164
1853,136287.66
1854,167707.2
1855,151083.77
