Id,SalePrice
1461,134111.86
1462,154401.22
1463,177854.05
1464,197232.9
1465,187136.44
1466,182868.45
1467,184949.72
1468,180083.45
1469,182412.11
1470,152487.19
1471,198534.9
1472,116435.24
1473,117854.87
1474,154434.8
1475,138035.53
1476,352126.66
1477,251358.39
1478,278020.06
1479,268002.47
1480,440693.78
1481,309236.72
1482,226402.31
1483,172843.4
1484,188047.6
1485,190287.6
1486,203646.3
1487,325939.03
1488,227335.66
1489,200643.19
1490,218450.25
1491,185613.53
1492,108717.6
1493,185811.89
1494,277868.03
1495,282346.22
1496,223105.25
1497,187989.95
1498,173429.75
1499,172714.7
1500,175672.9
1501,178718.11
1502,174465.64
1503,257145.88
1504,215003.77
1505,206752.84
1506,166511.03
1507,224271.28
1508,184461.55
1509,155643.31
1510,144970.2
1511,144124.84
1512,152230.8
1513,139642.52
1514,120375.695
1515,169112.44
1516,156141.9
1517,161605.64
1518,133792.31
1519,193071.89
1520,144628.7
1521,136593.52
1522,166325.38
1523,114224.54
1524,113600.266
1525,120264.08
1526,120346.08
1527,107541.77
1528,124449.14
1529,136156.0
1530,172106.81
1531,135877.5
1532,116744.1
1533,133113.8
1534,114613.42
1535,141391.34
1536,111970.18
1537,127392.49
1538,144315.6
1539,195909.92
1540,137254.45
1541,137481.83
1542,124865.78
1543,162190.89
1544,107243.305
1545,113723.91
1546,138325.06
1547,127655.6
1548,107555.984
1549,125379.59
1550,128371.79
1551,119185.42
1552,144128.06
1553,126093.87
1554,120736.41
1555,168376.89
1556,117727.28
1557,110703.66
1558,106553.0
1559,152648.02
1560,156880.66
1561,116255.94
1562,137290.83
1563,124384.98
1564,161620.98
1565,156893.33
1566,215291.6
1567,103331.5
1568,221675.08
1569,145301.7
1570,145631.58
1571,123441.12
1572,139329.88
1573,254239.89
1574,123390.94
1575,238597.33
1576,267432.88
1577,198325.44
1578,138293.81
1579,162689.81
1580,190904.92
1581,151874.44
1582,141442.02
1583,268414.78
1584,214341.25
1585,182355.69
1586,104807.92
1587,106211.77
1588,168013.86
1589,105665.32
1590,132608.44
1591,102849.41
1592,133465.0
1593,133461.73
1594,183103.55
1595,129817.14
1596,184499.67
1597,170461.55
1598,187210.75
1599,192802.17
1600,164473.84
1601,108129.195
1602,115560.66
1603,119881.89
1604,268493.84
1605,213786.34
1606,157966.98
1607,158664.88
1608,233729.3
1609,198633.6
1610,176776.89
1611,149617.81
1612,170490.81
1613,169234.31
1614,145075.6
1615,109073.336
1616,108151.8
1617,112109.72
1618,136006.66
1619,151847.02
1620,209290.1
1621,147825.16
1622,143951.75
1623,204504.72
1624,186804.08
1625,122934.41
1626,162298.55
1627,183516.05
1628,269990.0
1629,181945.98
1630,341150.25
1631,208188.73
1632,211541.53
1633,177994.61
1634,182418.08
1635,180980.67
1636,167289.17
1637,195797.75
1638,194865.77
1639,177807.05
1640,214612.45
1641,181868.75
1642,231126.47
1643,214368.3
1644,221217.83
1645,200879.67
1646,169026.08
1647,159100.2
1648,136032.98
1649,137400.73
1650,124314.11
1651,132541.77
1652,114364.266
1653,115361.82
1654,154954.75
1655,150190.61
1656,153099.62
1657,153601.27
1658,159196.94
1659,136996.16
1660,163884.23
1661,441960.88
1662,381408.2
1663,370121.1
1664,461773.16
1665,268144.1
1666,359824.44
1667,396968.8
1668,335497.72
1669,325263.34
1670,314239.6
1671,269602.1
1672,403723.53
1673,306486.06
1674,253540.1
1675,224244.84
1676,227555.33
1677,225786.53
1678,466697.38
1679,367665.88
1680,320775.84
1681,234166.56
1682,316693.78
1683,212810.72
1684,193778.47
1685,188190.11
1686,198444.14
1687,188783.27
1688,204599.06
1689,200653.11
1690,202661.53
1691,185662.48
1692,245373.33
1693,181101.36
1694,180563.9
1695,179295.92
1696,250908.53
1697,182146.33
1698,358845.16
1699,294403.94
1700,251584.77
1701,256577.42
1702,226151.27
1703,241265.08
1704,296757.03
1705,240958.11
1706,387690.0
1707,206236.36
1708,183135.3
1709,255894.84
1710,223411.17
1711,265406.7
1712,246157.84
1713,245302.8
1714,201125.11
1715,198287.86
1716,170417.34
1717,172663.1
1718,139428.4
1719,189476.95
1720,215804.77
1721,168993.45
1722,133746.28
1723,163193.86
1724,204883.2
1725,218012.34
1726,177266.36
1727,163852.19
1728,177773.34
1729,161657.3
1730,163212.36
1731,127067.49
1732,131930.92
1733,124805.91
1734,123832.625
1735,141102.22
1736,124221.125
1737,317058.75
1738,239004.53
1739,303887.1
1740,235804.62
1741,204379.19
1742,173188.95
1743,176615.36
1744,296183.1
1745,176896.55
1746,213755.67
1747,203619.02
1748,217533.89
1749,170601.78
1750,155756.39
1751,214697.16
1752,135144.28
1753,136756.22
1754,189740.78
1755,174716.12
1756,131119.67
1757,116635.62
1758,162380.2
1759,154289.08
1760,161436.22
1761,154917.64
1762,179195.14
1763,165054.05
1764,127692.836
1765,156878.42
1766,164840.47
1767,185064.64
1768,139365.78
1769,161293.95
1770,139756.81
1771,125984.4
1772,127841.15
1773,137411.44
1774,136355.75
1775,138873.6
1776,126908.04
1777,105499.234
1778,137482.73
1779,141565.5
1780,165381.39
1781,129713.35
1782,106203.53
1783,142008.47
1784,112538.09
1785,106105.734
1786,129664.58
1787,156679.08
1788,107964.08
1789,113068.82
1790,102687.09
1791,209196.17
1792,137798.48
1793,146209.11
1794,150640.84
1795,128890.27
1796,161887.08
1797,128792.35
1798,127006.33
1799,112576.83
1800,131095.1
1801,116340.664
1802,124111.78
1803,147226.53
1804,143464.22
1805,141072.22
1806,116404.81
1807,125840.98
1808,115851.125
1809,116543.836
1810,145522.56
1811,117764.086
1812,109787.55
1813,115443.87
1814,107065.24
1815,106366.66
1816,105622.2
1817,126587.055
1818,131940.83
1819,145527.22
1820,132323.89
1821,105100.01
1822,162425.27
1823,121148.625
1824,126992.984
1825,137662.48
1826,120603.5
1827,105797.34
1828,125058.07
1829,156373.97
1830,140781.22
1831,131324.97
1832,133072.77
1833,127207.67
1834,131758.52
1835,129503.234
1836,111391.65
1837,105824.086
1838,125658.125
1839,117371.4
1840,122335.78
1841,126984.61
1842,105829.37
1843,144487.52
1844,158779.88
1845,144457.55
1846,159436.55
1847,156873.38
1848,107048.07
1849,110399.54
1850,121509.484
1851,147909.28
1852,130366.1
1853,155631.94
1854,166493.16
1855,161920.52
1856,196822.55
1857,169685.5
1858,161908.33
1859,128554.22
1860,156566.31
1861,128923.56
1862,325938.78
1863,324701.94
1864,324701.94
1865,360932.97
1866,307574.72
1867,225114.52
1868,271991.62
1869,213102.34
1870,245538.69
1871,266346.2
1872,199060.22
1873,210364.05
1874,166206.27
1875,214762.67
1876,194131.19
1877,196326.08
1878,197114.22
1879,172319.62
1880,158135.0
1881,264974.8
1882,242078.23
1883,188192.19
1884,192814.67
1885,250770.86
1886,281236.9
1887,202184.62
1888,262127.31
1889,192832.95
1890,138010.88
1891,157709.38
1892,109563.13
1893,125702.06
1894,106882.09
1895,142656.89
1896,125313.73
1897,137831.7
1898,136627.27
1899,159248.69
1900,157606.27
1901,153592.05
1902,138401.42
1903,201825.83
1904,151586.95
1905,183542.2
1906,150974.03
1907,191552.88
1908,137342.95
1909,157687.34
1910,150801.11
1911,192971.95
1912,248662.22
1913,147892.42
1914,130402.586
1915,294810.1
1916,127002.47
1917,231451.48
1918,150779.84
1919,162256.39
1920,147301.33
1921,372897.9
1922,286441.38
1923,223130.83
1924,218702.38
1925,212110.05
1926,367562.53
1927,137273.83
1928,150391.02
1929,132445.23
1930,152398.52
1931,149373.22
1932,145741.03
1933,193898.81
1934,179750.27
1935,179434.55
1936,175008.1
1937,180660.92
1938,171651.98
1939,233285.19
1940,183724.78
1941,178234.44
1942,173379.86
1943,204678.5
1944,341205.0
1945,348183.9
1946,183951.64
1947,272543.9
1948,170246.81
1949,214537.94
1950,177845.4
1951,204091.58
1952,193981.61
1953,178983.22
1954,183619.12
1955,142295.34
1956,334211.12
1957,162505.47
1958,273419.9
1959,150487.97
1960,126683.02
1961,128342.875
1962,117020.26
1963,120354.8
1964,120788.41
1965,149550.48
1966,142587.62
1967,305979.28
1968,409913.75
1969,368725.78
1970,411610.7
1971,448008.12
1972,354418.12
1973,304426.97
1974,327968.0
1975,465680.16
1976,285576.4
1977,333500.72
1978,351226.34
1979,313789.44
1980,225613.31
1981,323439.0
1982,228269.75
1983,222551.86
1984,212780.66
1985,239466.45
1986,213871.78
1987,212836.73
1988,186857.25
1989,198969.1
1990,217886.88
1991,251052.83
1992,206236.6
1993,187711.86
1994,224294.12
1995,189031.95
1996,257860.08
1997,265032.3
1998,332696.9
1999,255577.06
2000,290902.44
2001,292586.5
2002,246039.0
2003,249346.56
2004,297905.78
2005,225654.08
2006,208925.62
2007,233691.05
2008,235316.61
2009,184700.61
2010,186892.58
2011,144457.12
2012,173144.69
2013,176876.94
2014,173488.77
2015,181990.53
2016,183935.22
2017,177393.44
2018,146329.11
2019,139708.02
2020,121319.836
2021,123199.15
2022,206156.4
2023,146803.6
2024,283161.97
2025,336007.12
2026,177408.78
2027,170227.27
2028,173714.64
2029,178588.23
2030,247508.53
2031,218499.88
2032,224016.16
2033,225690.62
2034,180324.9
2035,204457.8
2036,179018.2
2037,179656.9
2038,275041.3
2039,201902.6
2040,319742.6
2041,269047.88
2042,201561.67
2043,155316.36
2044,164430.42
2045,183245.25
2046,140280.3
2047,143976.45
2048,139865.0
2049,141487.89
2050,163201.27
2051,108980.02
2052,131830.12
2053,140181.97
2054,109340.76
2055,143211.72
2056,148913.34
2057,127548.21
2058,200641.9
2059,151632.86
2060,153840.0
2061,157019.88
2062,128940.17
2063,128117.91
2064,133594.02
2065,122491.31
2066,164621.25
2067,139788.89
2068,123789.766
2069,106258.516
2070,104875.14
2071,111655.52
2072,173635.97
2073,148395.75
2074,189955.6
2075,146970.72
2076,126935.36
2077,139456.97
2078,123161.55
2079,127425.33
2080,107463.555
2081,119912.58
2082,117576.945
2083,132264.36
2084,114704.766
2085,123814.27
2086,142255.86
2087,123916.836
2088,116008.414
2089,103486.164
2090,128018.586
2091,121420.14
2092,118098.94
2093,124586.1
2094,121034.77
2095,155572.05
2096,107434.69
2097,108322.04
2098,142192.72
2099,103006.99
2100,106265.96
2101,128575.53
2102,121889.484
2103,104711.76
2104,151746.53
2105,116839.734
2106,107473.9
2107,194590.1
2108,107414.26
2109,115160.03
2110,118775.375
2111,132374.89
2112,123265.055
2113,115903.96
2114,121445.49
2115,141906.6
2116,125112.79
2117,126054.63
2118,125661.01
2119,108916.2
2120,137336.45
2121,105978.49
2122,108693.46
2123,104720.625
2124,150794.78
2125,129418.59
2126,132703.03
2127,130875.15
2128,116649.09
2129,114559.32
2130,117222.68
2131,140499.67
2132,107117.734
2133,115051.67
2134,128586.35
2135,108364.555
2136,116871.086
2137,117608.28
2138,129563.11
2139,151921.77
2140,141607.45
2141,164229.34
2142,136862.0
2143,142327.33
2144,115285.055
2145,144230.86
2146,171646.88
2147,179960.34
2148,145588.72
2149,161419.95
2150,205659.19
2151,131062.18
2152,137376.02
2153,152055.36
2154,105955.81
2155,136695.36
2156,261251.12
2157,199169.06
2158,210202.16
2159,197611.05
2160,212671.73
2161,235713.9
2162,382467.06
2163,337890.47
2164,229114.44
2165,183321.31
2166,157853.36
2167,236848.81
2168,186906.75
2169,193678.5
2170,201029.1
2171,162052.81
2172,151824.34
2173,163258.31
2174,210539.16
2175,253461.48
2176,296301.84
2177,223553.86
2178,207255.34
2179,181829.1
2180,184529.89
2181,193936.19
2182,220929.56
2183,192301.22
2184,120652.07
2185,146439.31
2186,138942.58
2187,150774.78
2188,161218.64
2189,220892.48
2190,111006.17
2191,108838.8
2192,113753.69
2193,109573.33
2194,119691.06
2195,129479.87
2196,120997.86
2197,112151.44
2198,148603.0
2199,177851.78
2200,149542.97
2201,143804.7
2202,181211.23
2203,161066.2
2204,157700.11
2205,117873.125
2206,155685.0
2207,213993.2
2208,215569.64
2209,177708.67
2210,138101.53
2211,111698.59
2212,112373.49
2213,102173.76
2214,130756.41
2215,107029.15
2216,138971.1
2217,140267.45
2218,134291.3
2219,127415.84
2220,115479.53
2221,297851.34
2222,271778.66
2223,228558.38
2224,205247.05
2225,161922.31
2226,179250.7
2227,209531.95
2228,272045.5
2229,250853.31
2230,179997.48
2231,241390.73
2232,178532.1
2233,201467.95
2234,247536.56
2235,220562.66
2236,260027.14
2237,299538.6
2238,212418.39
2239,130918.56
2240,170241.56
2241,170000.75
2242,145353.12
2243,132790.14
2244,126809.625
2245,118628.18
2246,135037.2
2247,120860.47
2248,144944.1
2249,140597.12
2250,141538.33
2251,138895.53
2252,163408.48
2253,176706.97
2254,181332.83
2255,181193.66
2256,177613.98
2257,211113.86
2258,164317.58
2259,176839.98
2260,163317.8
2261,197372.64
2262,218985.02
2263,345080.62
2264,455020.3
2265,163953.48
2266,272790.84
2267,315414.62
2268,398157.84
2269,155470.61
2270,183173.39
2271,203818.02
2272,205922.3
2273,175116.58
2274,180478.33
2275,182834.62
2276,190391.6
2277,176106.52
2278,133372.05
2279,141749.22
2280,119372.305
2281,188769.98
2282,194176.72
2283,120273.05
2284,126464.32
2285,140012.4
2286,122413.125
2287,384060.97
2288,269867.5
2289,421653.3
2290,388771.1
2291,340245.62
2292,406612.38
2293,480172.66
2294,365088.0
2295,429819.1
2296,263953.4
2297,351476.1
2298,304432.56
2299,371513.03
2300,326595.94
2301,303088.12
2302,268156.56
2303,236474.27
2304,248788.5
2305,237069.73
2306,225346.67
2307,224423.44
2308,238761.86
2309,245957.83
2310,246725.02
2311,225597.42
2312,175237.5
2313,187406.72
2314,197957.0
2315,198906.69
2316,219946.53
2317,193387.0
2318,202418.77
2319,203563.75
2320,184615.06
2321,244144.4
2322,210735.62
2323,180075.06
2324,188549.33
2325,198651.69
2326,187061.45
2327,216020.56
2328,218412.4
2329,179787.39
2330,178732.92
2331,326747.44
2332,372872.0
2333,305781.38
2334,271165.16
2335,252062.75
2336,314863.7
2337,199233.98
2338,261784.42
2339,229047.61
2340,399664.56
2341,210667.6
2342,222134.23
2343,239106.16
2344,216770.1
2345,223684.6
2346,208925.62
2347,199556.39
2348,226793.88
2349,179466.0
2350,275093.75
2351,234087.97
2352,234358.39
2353,254658.61
2354,148079.2
2355,145941.56
2356,169022.36
2357,174745.72
2358,178342.16
2359,152747.22
2360,123102.914
2361,140560.3
2362,253841.7
2363,178562.55
2364,170465.25
2365,224462.73
2366,221470.61
2367,238610.17
2368,222324.47
2369,217117.44
2370,176622.92
2371,176604.27
2372,172850.97
2373,232084.34
2374,286906.84
2375,230074.72
2376,243633.64
2377,307115.72
2378,148318.45
2379,194305.5
2380,151204.36
2381,161828.73
2382,177975.81
2383,177458.89
2384,222123.3
2385,160958.28
2386,151493.97
2387,135265.61
2388,107635.195
2389,141772.84
2390,148063.14
2391,151617.17
2392,114687.875
2393,159550.47
2394,146477.6
2395,202565.55
2396,151287.39
2397,182246.73
2398,132227.92
2399,102026.71
2400,102197.81
2401,119368.78
2402,139792.52
2403,133223.8
2404,163696.94
2405,162957.19
2406,139548.8
2407,127729.016
2408,145446.7
2409,143509.58
2410,167384.73
2411,119158.21
2412,147521.14
2413,127950.555
2414,131303.83
2415,132244.97
2416,118345.71
2417,135613.72
2418,123618.53
2419,116164.26
2420,134626.11
2421,145564.6
2422,110732.93
2423,110969.49
2424,147149.25
2425,256674.69
2426,133787.11
2427,117712.086
2428,162600.81
2429,126558.94
2430,134281.0
2431,129573.625
2432,153978.72
2433,142145.55
2434,132150.25
2435,147652.06
2436,115546.06
2437,118080.98
2438,134573.47
2439,121666.34
2440,118724.02
2441,122361.37
2442,112176.52
2443,141974.05
2444,140611.12
2445,107186.39
2446,133139.12
2447,179691.27
2448,141229.47
2449,114799.1
2450,135811.89
2451,148022.25
2452,184629.66
2453,105518.66
2454,130082.76
2455,129559.375
2456,119958.87
2457,116164.26
2458,137506.05
2459,108893.48
2460,137471.58
2461,110008.62
2462,128153.445
2463,117970.0
2464,153475.62
2465,121260.02
2466,106837.305
2467,160398.39
2468,119713.42
2469,117478.59
2470,170851.8
2471,177836.27
2472,156644.48
2473,107730.07
2474,119026.484
2475,189843.16
2476,111488.33
2477,116463.336
2478,153420.75
2479,113654.5
2480,145315.31
2481,146908.14
2482,138870.61
2483,133934.42
2484,128894.375
2485,121572.21
2486,160378.05
2487,195451.3
2488,152645.31
2489,151009.3
2490,154060.61
2491,110104.09
2492,189211.86
2493,151233.84
2494,134942.39
2495,106312.85
2496,207638.83
2497,131691.11
2498,120758.27
2499,103150.516
2500,140316.88
2501,115456.96
2502,143589.64
2503,113188.695
2504,173018.89
2505,200342.89
2506,254910.58
2507,246466.75
2508,250576.38
2509,210144.97
2510,211429.25
2511,173497.1
